epoch,total_loss,data_loss,physics_loss,validation_loss,validation_r2_x_ddot,validation_r2_theta_ddot
2.210000000e+02,1.040528447e-02,7.224261420e-04,9.682858327e-03,7.016413968e-04,9.991913184e-01,9.994264915e-01
2.220000000e+02,1.120844544e-02,8.476208360e-04,1.036082460e-02,9.067719684e-04,9.988515571e-01,9.993501182e-01
2.230000000e+02,9.578983856e-03,6.617992647e-04,8.917184591e-03,5.972892795e-04,9.993374527e-01,9.994889378e-01
2.240000000e+02,9.680996622e-03,7.452476997e-04,8.935748923e-03,7.239814890e-04,9.993029444e-01,9.992868629e-01
2.250000000e+02,1.164496792e-02,9.725266409e-04,1.067244128e-02,1.037217141e-03,9.986794664e-01,9.992627063e-01
2.260000000e+02,9.340705905e-03,7.351906838e-04,8.605515221e-03,7.254243134e-04,9.991176795e-01,9.994478934e-01
2.270000000e+02,9.944868069e-03,8.852552164e-04,9.059612852e-03,9.439810294e-04,9.989554924e-01,9.991899899e-01
2.280000000e+02,9.081077780e-03,6.873738238e-04,8.393703956e-03,6.945895858e-04,9.992198957e-01,9.994141885e-01
2.290000000e+02,1.029500993e-02,9.733876301e-04,9.321622300e-03,8.547442930e-04,9.990438666e-01,9.992757199e-01
2.300000000e+02,1.266223157e-02,1.390690827e-03,1.127154074e-02,1.466960394e-03,9.980172488e-01,9.990589085e-01
2.310000000e+02,9.816344590e-03,8.330506618e-04,8.983293928e-03,8.933136435e-04,9.989083512e-01,9.993246461e-01
2.320000000e+02,9.699089299e-03,7.322500495e-04,8.966839250e-03,8.374900909e-04,9.988753327e-01,9.994562899e-01
2.330000000e+02,8.469034812e-03,5.896772703e-04,7.879357542e-03,6.362134955e-04,9.992423765e-01,9.995014850e-01
2.340000000e+02,9.608081472e-03,9.408876265e-04,8.667193845e-03,9.213862519e-04,9.989299480e-01,9.992540341e-01
2.350000000e+02,9.048421845e-03,8.231570836e-04,8.225264761e-03,8.163211432e-04,9.990210098e-01,9.993664450e-01
2.360000000e+02,8.840801905e-03,7.848313209e-04,8.055970584e-03,7.418566368e-04,9.993065196e-01,9.992508918e-01
2.370000000e+02,1.019014044e-02,1.068405554e-03,9.121734887e-03,1.138093793e-03,9.987156088e-01,9.990456008e-01
2.380000000e+02,9.939157244e-03,1.242014817e-03,8.697142427e-03,1.124956182e-03,9.986581774e-01,9.991204568e-01
2.390000000e+02,1.003459144e-02,7.907374835e-04,9.243853959e-03,8.565636283e-04,9.991120591e-01,9.992121331e-01
2.400000000e+02,1.000264524e-02,1.002007147e-03,9.000638093e-03,1.052850281e-03,9.985205558e-01,9.993744046e-01
2.410000000e+02,8.468598901e-03,7.941237231e-04,7.674475178e-03,8.445055195e-04,9.990544358e-01,9.992851770e-01
2.420000000e+02,9.026018853e-03,8.890168539e-04,8.137001999e-03,8.993021541e-04,9.989275507e-01,9.992966908e-01
2.430000000e+02,1.008403713e-02,8.198844643e-04,9.264152670e-03,8.059765883e-04,9.990975508e-01,9.993178110e-01
2.440000000e+02,8.092995778e-03,8.241255667e-04,7.268870212e-03,8.059327305e-04,9.989083290e-01,9.994850664e-01
2.450000000e+02,8.473896723e-03,6.115966693e-04,7.862300053e-03,6.454433868e-04,9.993749524e-01,9.993674133e-01
2.460000000e+02,8.377481061e-03,6.805351018e-04,7.696945959e-03,6.734379190e-04,9.991991473e-01,9.994713465e-01
2.470000000e+02,9.124219071e-03,8.443302133e-04,8.279888858e-03,9.390005234e-04,9.991143172e-01,9.990588129e-01
2.480000000e+02,8.293274263e-03,6.723244341e-04,7.620949829e-03,7.592196783e-04,9.989664682e-01,9.995194500e-01
2.490000000e+02,8.105844738e-03,6.933136113e-04,7.412531126e-03,7.101191525e-04,9.992172517e-01,9.993880177e-01
2.500000000e+02,9.542376803e-03,1.030943677e-03,8.511433126e-03,9.188270255e-04,9.990228233e-01,9.991766780e-01
2.510000000e+02,1.008725178e-02,1.079845080e-03,9.007406697e-03,1.048749648e-03,9.989204535e-01,9.990286279e-01
2.520000000e+02,8.635422410e-03,9.655682519e-04,7.669854158e-03,8.984133813e-04,9.989885707e-01,9.992444119e-01
2.530000000e+02,7.809373201e-03,5.429795625e-04,7.266393639e-03,5.491725841e-04,9.994214269e-01,9.995030731e-01
2.540000000e+02,7.653165179e-03,5.330484767e-04,7.120116703e-03,5.596953675e-04,9.993582744e-01,9.995395513e-01
2.550000000e+02,8.636412613e-03,1.118693794e-03,7.517718819e-03,1.097842938e-03,9.984901819e-01,9.993186488e-01
2.560000000e+02,1.041999269e-02,1.026178535e-03,9.393814155e-03,1.076066813e-03,9.987685385e-01,9.991126980e-01
2.570000000e+02,7.987779880e-03,7.243346444e-04,7.263445235e-03,7.378168852e-04,9.990550726e-01,9.994804573e-01
2.580000000e+02,7.461628208e-03,5.751883066e-04,6.886439902e-03,5.830114921e-04,9.994043257e-01,9.994560654e-01
2.590000000e+02,7.007562679e-03,6.608523393e-04,6.346710340e-03,6.235037249e-04,9.994006189e-01,9.993850108e-01
2.600000000e+02,7.413648994e-03,5.071440434e-04,6.906504951e-03,5.731910623e-04,9.994104496e-01,9.994686819e-01
2.610000000e+02,7.673406475e-03,5.977998172e-04,7.075606658e-03,5.854336725e-04,9.993216299e-01,9.995246797e-01
2.620000000e+02,7.815681775e-03,7.086017212e-04,7.107080054e-03,7.082619183e-04,9.993020288e-01,9.993165275e-01
2.630000000e+02,6.828865253e-03,5.353605875e-04,6.293504666e-03,5.266122737e-04,9.994149668e-01,9.995501933e-01
2.640000000e+02,7.673859866e-03,6.703026284e-04,7.003557238e-03,6.699163118e-04,9.991611188e-01,9.995114086e-01
2.650000000e+02,7.227027415e-03,6.378370031e-04,6.589190412e-03,6.506703005e-04,9.992899632e-01,9.994329053e-01
2.660000000e+02,7.658767081e-03,7.593722408e-04,6.899394841e-03,6.898509824e-04,9.993199835e-01,9.993344608e-01
2.670000000e+02,7.954670507e-03,6.668739992e-04,7.287796507e-03,7.073569366e-04,9.989594619e-01,9.996208418e-01
2.680000000e+02,7.156215949e-03,7.573117858e-04,6.398904164e-03,7.631610642e-04,9.992697437e-01,9.992442753e-01
2.690000000e+02,7.516293935e-03,8.013473323e-04,6.714946603e-03,6.803649389e-04,9.992363349e-01,9.994257762e-01
2.700000000e+02,7.869338776e-03,7.108557906e-04,7.158482986e-03,7.365770877e-04,9.992301886e-01,9.993280206e-01
2.710000000e+02,7.111182089e-03,5.374899996e-04,6.573692089e-03,5.229416579e-04,9.995605529e-01,9.994283080e-01
2.720000000e+02,8.454334768e-03,7.370438191e-04,7.717290949e-03,7.350814762e-04,9.991146603e-01,9.994328336e-01
2.730000000e+02,7.035925659e-03,5.671699905e-04,6.468755668e-03,5.164559645e-04,9.995743367e-01,9.994280357e-01
2.740000000e+02,7.104972094e-03,6.091133984e-04,6.495858695e-03,5.145401480e-04,9.993450118e-01,9.996341578e-01
2.750000000e+02,7.949852727e-03,8.453594244e-04,7.104493302e-03,7.783152301e-04,9.991519948e-01,9.993204871e-01
2.760000000e+02,6.639409965e-03,5.462645443e-04,6.093145421e-03,5.071462417e-04,9.994523631e-01,9.995528870e-01
2.770000000e+02,8.314255514e-03,8.860674453e-04,7.428188069e-03,8.736815838e-04,9.992078454e-01,9.990960847e-01
2.780000000e+02,7.046809690e-03,6.585802038e-04,6.388229486e-03,6.343487559e-04,9.993057341e-01,9.994489325e-01
2.790000000e+02,5.798894285e-03,4.216106189e-04,5.377283667e-03,4.544416860e-04,9.995382888e-01,9.995737199e-01
2.800000000e+02,6.601384037e-03,6.680104767e-04,5.933373560e-03,6.777076469e-04,9.992583443e-01,9.994112090e-01
2.810000000e+02,6.855343280e-03,5.483650183e-04,6.306978262e-03,5.902023921e-04,9.992166193e-01,9.996087015e-01
2.820000000e+02,6.012469634e-03,4.809925503e-04,5.531477084e-03,4.861782611e-04,9.994098812e-01,9.996289090e-01
2.830000000e+02,8.873215004e-03,7.594993189e-04,8.113715685e-03,7.779477311e-04,9.991034319e-01,9.993640664e-01
2.840000000e+02,6.157884752e-03,4.784268880e-04,5.679457864e-03,4.941045649e-04,9.994711150e-01,9.995602599e-01
2.850000000e+02,6.668335706e-03,6.329017099e-04,6.035433996e-03,6.433691813e-04,9.991960859e-01,9.995292469e-01
2.860000000e+02,5.941621434e-03,4.527395841e-04,5.488881850e-03,4.175282912e-04,9.995723487e-01,9.996113885e-01
2.870000000e+02,6.812226235e-03,6.889522834e-04,6.123273952e-03,6.554926612e-04,9.994255425e-01,9.993042707e-01
2.880000000e+02,7.234397983e-03,7.380218690e-04,6.496376114e-03,6.121852351e-04,9.994355998e-01,9.993748824e-01
2.890000000e+02,7.010993091e-03,5.682997347e-04,6.442693357e-03,5.878770957e-04,9.993522429e-01,9.994931483e-01
2.900000000e+02,5.595116340e-03,5.247174780e-04,5.070398862e-03,5.793260901e-04,9.992673676e-01,9.995838311e-01
2.910000000e+02,6.655344023e-03,5.385265488e-04,6.116817474e-03,4.803989051e-04,9.994801100e-01,9.995774718e-01
2.920000000e+02,6.665684713e-03,8.103458917e-04,5.855338821e-03,8.096450626e-04,9.991734617e-01,9.992440108e-01
2.930000000e+02,7.541936826e-03,7.222727543e-04,6.819664072e-03,6.684548006e-04,9.992408927e-01,9.994436123e-01
2.940000000e+02,6.009551426e-03,4.737436560e-04,5.535807770e-03,4.728265172e-04,9.993990211e-01,9.996630129e-01
2.950000000e+02,5.565300293e-03,5.602518606e-04,5.005048433e-03,5.633313681e-04,9.992665112e-01,9.996139485e-01
2.960000000e+02,6.843745319e-03,5.690751644e-04,6.274670155e-03,5.066022659e-04,9.993852190e-01,9.996132065e-01
2.970000000e+02,6.350411773e-03,5.370241438e-04,5.813387629e-03,5.642032330e-04,9.994532645e-01,9.994473540e-01
2.980000000e+02,8.151933461e-03,7.532382307e-04,7.398695230e-03,6.813733266e-04,9.994883695e-01,9.992012560e-01
2.990000000e+02,7.263115741e-03,6.949926118e-04,6.568123129e-03,7.467872168e-04,9.992653276e-01,9.992782336e-01
3.000000000e+02,5.484025139e-03,4.647824599e-04,5.019242679e-03,4.243186323e-04,9.996094292e-01,9.995661637e-01
3.010000000e+02,5.668327286e-03,5.160013739e-04,5.152325913e-03,5.420268597e-04,9.994292863e-01,9.995092465e-01
3.020000000e+02,6.271406947e-03,6.970981609e-04,5.574308786e-03,6.497813058e-04,9.993576672e-01,9.993747216e-01
3.030000000e+02,5.986976321e-03,7.403112855e-04,5.246665036e-03,6.771060396e-04,9.992611272e-01,9.994098547e-01
3.040000000e+02,6.943757414e-03,6.388850508e-04,6.304872363e-03,6.656512125e-04,9.991899950e-01,9.994937261e-01
3.050000000e+02,5.646902270e-03,5.841023793e-04,5.062799891e-03,5.815008493e-04,9.993567599e-01,9.995008621e-01
3.060000000e+02,5.630418673e-03,5.996185505e-04,5.030800123e-03,5.799765495e-04,9.994205623e-01,9.994472917e-01
3.070000000e+02,5.853525858e-03,6.715567550e-04,5.181969103e-03,5.928301748e-04,9.992713453e-01,9.995555281e-01
3.080000000e+02,5.666648595e-03,4.145388130e-04,5.252109782e-03,3.493187947e-04,9.996562853e-01,9.996624404e-01
3.090000000e+02,5.767012414e-03,7.300270715e-04,5.036985342e-03,6.823164505e-04,9.990567335e-01,9.995808692e-01
3.100000000e+02,7.154350596e-03,8.693791051e-04,6.284971491e-03,7.992546367e-04,9.992104144e-01,9.992304368e-01
3.110000000e+02,7.016360032e-03,6.625789547e-04,6.353781077e-03,6.054902915e-04,9.992210030e-01,9.995767653e-01
3.120000000e+02,6.024792464e-03,4.882887864e-04,5.536503678e-03,5.064480806e-04,9.995280609e-01,9.994872906e-01
3.130000000e+02,5.596000227e-03,4.436400097e-04,5.152360218e-03,4.440888645e-04,9.996135145e-01,9.995262632e-01
3.140000000e+02,4.911551513e-03,4.822656417e-04,4.429285872e-03,4.284581384e-04,9.995677148e-01,9.995954192e-01
3.150000000e+02,5.154468351e-03,5.217586650e-04,4.632709686e-03,5.348826531e-04,9.995987403e-01,9.993726504e-01
3.160000000e+02,5.947365885e-03,4.881074232e-04,5.459258462e-03,4.710114674e-04,9.994666574e-01,9.996065890e-01
3.170000000e+02,4.998658043e-03,4.352500426e-04,4.563408001e-03,4.309529062e-04,9.995474364e-01,9.996087554e-01
3.180000000e+02,4.703958132e-03,4.313700360e-04,4.272588096e-03,4.523239728e-04,9.993879698e-01,9.997104121e-01
3.190000000e+02,6.204114159e-03,7.036247169e-04,5.500489442e-03,6.965375960e-04,9.992994580e-01,9.993403205e-01
3.200000000e+02,6.182084541e-03,8.972019509e-04,5.284882590e-03,9.057959953e-04,9.991959519e-01,9.990476417e-01
3.210000000e+02,5.496427495e-03,5.876010631e-04,4.908826432e-03,4.781747670e-04,9.994585265e-01,9.996006232e-01
3.220000000e+02,5.697634272e-03,4.263938755e-04,5.271240396e-03,4.129196987e-04,9.995511481e-01,9.996385788e-01
3.230000000e+02,4.472575145e-03,3.597393581e-04,4.112835787e-03,3.529069767e-04,9.996395565e-01,9.996706334e-01
3.240000000e+02,5.876159815e-03,6.899859234e-04,5.186173892e-03,6.646246022e-04,9.992966173e-01,9.994014112e-01
3.250000000e+02,5.129326043e-03,4.860885893e-04,4.643237453e-03,4.468565372e-04,9.995524733e-01,9.995751118e-01
3.260000000e+02,7.122301554e-03,6.984708847e-04,6.423830669e-03,6.351570419e-04,9.990729111e-01,9.996531446e-01
3.270000000e+02,4.467874248e-03,4.073081342e-04,4.060566114e-03,4.209115471e-04,9.995390731e-01,9.996345766e-01
3.280000000e+02,6.079808525e-03,6.159899824e-04,5.463818543e-03,5.253049953e-04,9.992352937e-01,9.997113317e-01
3.290000000e+02,5.134308351e-03,4.916047167e-04,4.642703635e-03,4.131030205e-04,9.994873616e-01,9.996945967e-01
3.300000000e+02,5.065713725e-03,4.447345553e-04,4.620979169e-03,3.660880078e-04,9.997365833e-01,9.995607159e-01
3.310000000e+02,4.591495843e-03,4.326971653e-04,4.158798678e-03,4.343244445e-04,9.995495768e-01,9.996006754e-01
3.320000000e+02,4.635792714e-03,3.925954148e-04,4.243197299e-03,3.805951430e-04,9.995574531e-01,9.996923449e-01
3.330000000e+02,4.931320584e-03,4.785647459e-04,4.452755838e-03,4.487071423e-04,9.994478326e-01,9.996641633e-01
3.340000000e+02,5.562206942e-03,5.029174027e-04,5.059289539e-03,5.117525788e-04,9.994417539e-01,9.995538044e-01
3.350000000e+02,5.758153561e-03,5.950375681e-04,5.163115993e-03,5.920755291e-04,9.992467690e-01,9.995786262e-01
3.360000000e+02,4.868707192e-03,4.705804007e-04,4.398126791e-03,5.135829793e-04,9.993212443e-01,9.996569131e-01
3.370000000e+02,4.227943196e-03,4.400462004e-04,3.787896996e-03,3.801854953e-04,9.995786466e-01,9.996743727e-01
3.380000000e+02,5.266333181e-03,6.435556308e-04,4.622777550e-03,6.413587707e-04,9.993879353e-01,9.993634410e-01
3.390000000e+02,4.967607055e-03,5.838266370e-04,4.383780418e-03,5.974917232e-04,9.991862723e-01,9.996221319e-01
3.400000000e+02,4.149828739e-03,3.528718640e-04,3.796956875e-03,3.387751009e-04,9.995838789e-01,9.997457650e-01
3.410000000e+02,6.065840774e-03,6.297943731e-04,5.436046401e-03,5.909885039e-04,9.991503874e-01,9.996657733e-01
3.420000000e+02,5.470460440e-03,5.823670973e-04,4.888093343e-03,6.188388815e-04,9.993564257e-01,9.994326179e-01
3.430000000e+02,5.254162100e-03,6.365056407e-04,4.617656460e-03,6.052767127e-04,9.994297181e-01,9.993927605e-01
3.440000000e+02,5.503537722e-03,4.984553973e-04,5.005082325e-03,4.480693140e-04,9.994639321e-01,9.996511105e-01
3.450000000e+02,4.912868324e-03,5.580406356e-04,4.354827689e-03,5.153191120e-04,9.994243317e-01,9.995626498e-01
3.460000000e+02,4.866331333e-03,5.045792046e-04,4.361752129e-03,4.175842779e-04,9.995977198e-01,9.995888707e-01
3.470000000e+02,4.669444614e-03,7.109070821e-04,3.958537532e-03,7.108948015e-04,9.990334238e-01,9.995490032e-01
3.480000000e+02,4.824267489e-03,6.267438943e-04,4.197523594e-03,6.110406966e-04,9.993620199e-01,9.994419902e-01
3.490000000e+02,5.247400511e-03,6.524144809e-04,4.594986030e-03,5.740984706e-04,9.991102161e-01,9.997322684e-01
3.500000000e+02,4.010387076e-03,3.071976473e-04,3.703189428e-03,3.093867521e-04,9.996618227e-01,9.997308494e-01
3.510000000e+02,5.108283738e-03,4.146849900e-04,4.693598748e-03,3.932529051e-04,9.995283119e-01,9.996948555e-01
3.520000000e+02,4.079429147e-03,3.652621374e-04,3.714167009e-03,3.691149972e-04,9.995550353e-01,9.997155545e-01
3.530000000e+02,4.540586509e-03,3.828234082e-04,4.157763101e-03,3.993452804e-04,9.996503836e-01,9.995758234e-01
3.540000000e+02,4.686313245e-03,5.225425018e-04,4.163770744e-03,4.797803077e-04,9.993877116e-01,9.996602399e-01
3.550000000e+02,4.806009446e-03,5.040335004e-04,4.301975945e-03,4.477909057e-04,9.994875960e-01,9.996307148e-01
3.560000000e+02,6.082757133e-03,7.118808322e-04,5.370876301e-03,6.351032507e-04,9.992302034e-01,9.995142778e-01
3.570000000e+02,4.005149193e-03,3.375702949e-04,3.667578898e-03,3.111113256e-04,9.996967634e-01,9.996968141e-01
3.580000000e+02,4.457186691e-03,5.278915830e-04,3.929295108e-03,4.985920420e-04,9.994338103e-01,9.995849806e-01
3.590000000e+02,4.964566064e-03,5.251834166e-04,4.439382647e-03,4.947374454e-04,9.995178997e-01,9.995177646e-01
3.600000000e+02,4.509389425e-03,4.520632606e-04,4.057326164e-03,4.930330677e-04,9.994145388e-01,9.996122111e-01
3.610000000e+02,3.626736813e-03,3.123893886e-04,3.314347425e-03,3.020668176e-04,9.996522903e-01,9.997527080e-01
3.620000000e+02,4.075640764e-03,4.658151893e-04,3.609825574e-03,4.434075416e-04,9.996844504e-01,9.994648430e-01
3.630000000e+02,4.196078697e-03,5.024811323e-04,3.693597565e-03,4.361849003e-04,9.994009551e-01,9.997285654e-01
3.640000000e+02,5.244111112e-03,7.190056558e-04,4.525105456e-03,7.600577921e-04,9.991072709e-01,9.993935143e-01
3.650000000e+02,3.756354575e-03,3.457408255e-04,3.410613749e-03,3.467874430e-04,9.995527522e-01,9.997585571e-01
3.660000000e+02,4.700728215e-03,5.090921646e-04,4.191636050e-03,4.499429402e-04,9.993715048e-01,9.997293294e-01
3.670000000e+02,4.895531377e-03,4.003536728e-04,4.495177705e-03,3.931286190e-04,9.995631061e-01,9.996643435e-01
3.680000000e+02,4.356440505e-03,3.858911284e-04,3.970549377e-03,3.416196681e-04,9.995865193e-01,9.997382106e-01
3.690000000e+02,4.481739296e-03,4.822096344e-04,3.999529662e-03,5.228296803e-04,9.993552319e-01,9.996099118e-01
3.700000000e+02,4.114970837e-03,3.917486535e-04,3.723222184e-03,3.809719392e-04,9.996073792e-01,9.996475442e-01
3.710000000e+02,4.220029021e-03,5.885449380e-04,3.631484083e-03,5.825065343e-04,9.992719554e-01,9.995739396e-01
3.720000000e+02,4.017078373e-03,3.643479176e-04,3.652730456e-03,3.800669911e-04,9.995650892e-01,9.996865680e-01
3.730000000e+02,3.883938439e-03,5.414473792e-04,3.342491060e-03,5.196129317e-04,9.993108456e-01,9.996550313e-01
3.740000000e+02,4.439738544e-03,4.104776792e-04,4.029260864e-03,3.651259502e-04,9.995878541e-01,9.996938820e-01
3.750000000e+02,3.464081109e-03,3.227964697e-04,3.141284640e-03,3.133717595e-04,9.996326840e-01,9.997492780e-01
3.760000000e+02,3.739138709e-03,2.899482088e-04,3.449190501e-03,2.474346161e-04,9.997445461e-01,9.997714869e-01
3.770000000e+02,4.137320630e-03,4.293665163e-04,3.707954114e-03,4.143312093e-04,9.996076679e-01,9.995860532e-01
3.780000000e+02,3.980523458e-03,4.431884396e-04,3.537335018e-03,3.587166477e-04,9.996171735e-01,9.996797440e-01
3.790000000e+02,6.716293090e-03,7.112273438e-04,6.005065746e-03,5.573509614e-04,9.994960574e-01,9.994221254e-01
3.800000000e+02,4.892100856e-03,4.157834114e-04,4.476317444e-03,4.094708415e-04,9.996395959e-01,9.995667672e-01
3.810000000e+02,3.958589250e-03,4.327314223e-04,3.525857828e-03,4.183398054e-04,9.996636473e-01,9.995292378e-01
3.820000000e+02,4.361262544e-03,3.566182570e-04,4.004644287e-03,3.747655601e-04,9.994893509e-01,9.997632133e-01
3.830000000e+02,3.871371643e-03,3.620383448e-04,3.509333299e-03,3.634116869e-04,9.995745377e-01,9.997087937e-01
3.840000000e+02,6.484050958e-03,8.138871046e-04,5.670163854e-03,6.122750145e-04,9.994440226e-01,9.993672762e-01
3.850000000e+02,3.671838486e-03,3.498071500e-04,3.322031336e-03,3.262987870e-04,9.996603225e-01,9.997011303e-01
3.860000000e+02,3.364067037e-03,3.047377688e-04,3.059329268e-03,2.727950295e-04,9.996728637e-01,9.997882644e-01
3.870000000e+02,3.364850562e-03,3.118717828e-04,3.052978779e-03,2.829011622e-04,9.997069476e-01,9.997396004e-01
3.880000000e+02,5.524190122e-03,6.259830038e-04,4.898207118e-03,6.228826554e-04,9.993187557e-01,9.994584759e-01
3.890000000e+02,4.444497953e-03,4.707538457e-04,3.973744107e-03,3.720355896e-04,9.995528179e-01,9.997121523e-01
3.900000000e+02,4.449499823e-03,6.905199327e-04,3.758979890e-03,6.585181176e-04,9.991951875e-01,9.995022324e-01
3.910000000e+02,3.603578887e-03,3.069604568e-04,3.296618431e-03,2.971303259e-04,9.997214790e-01,9.997006424e-01
3.920000000e+02,3.769460348e-03,3.767997387e-04,3.392660609e-03,3.550447939e-04,9.996252451e-01,9.996793531e-01
3.930000000e+02,3.776151410e-03,4.260121750e-04,3.350139235e-03,4.382502912e-04,9.994683026e-01,9.996652735e-01
3.940000000e+02,4.002327956e-03,4.093041685e-04,3.593023787e-03,3.693646372e-04,9.994817536e-01,9.997798396e-01
3.950000000e+02,6.692761112e-03,9.201713228e-04,5.772589789e-03,8.895306354e-04,9.988172592e-01,9.994120689e-01
3.960000000e+02,4.364278420e-03,4.459375550e-04,3.918340865e-03,4.265987476e-04,9.995063698e-01,9.996530298e-01
3.970000000e+02,3.561185022e-03,3.028673450e-04,3.258317677e-03,2.867377492e-04,9.996726088e-01,9.997628957e-01
3.980000000e+02,4.186748294e-03,4.137226149e-04,3.773025679e-03,3.965358253e-04,9.995244916e-01,9.996922044e-01
3.990000000e+02,4.389337336e-03,5.051216677e-04,3.884215669e-03,4.928962336e-04,9.995629374e-01,9.994813542e-01
4.000000000e+02,4.227316030e-03,4.238674074e-04,3.803448623e-03,4.354353240e-04,9.993618567e-01,9.997644843e-01
4.010000000e+02,4.346812318e-03,4.948963616e-04,3.851915956e-03,4.599582585e-04,9.994058004e-01,9.996806451e-01
4.020000000e+02,3.820928810e-03,4.658350875e-04,3.355093722e-03,4.211561685e-04,9.995379442e-01,9.996351249e-01
4.030000000e+02,3.153372083e-03,3.581604645e-04,2.795211619e-03,3.464855216e-04,9.996421402e-01,9.996801383e-01
4.040000000e+02,4.566900053e-03,4.892599550e-04,4.077640098e-03,4.811724896e-04,9.994423049e-01,9.996094520e-01
4.050000000e+02,3.698672957e-03,3.494732744e-04,3.349199682e-03,3.259875726e-04,9.995980591e-01,9.997567104e-01
4.060000000e+02,3.319930417e-03,2.965129449e-04,3.023417472e-03,2.750388671e-04,9.996941052e-01,9.997653790e-01
4.070000000e+02,4.301899411e-03,6.172810415e-04,3.684618369e-03,5.613675692e-04,9.993088387e-01,9.995801575e-01
4.080000000e+02,3.605784206e-03,3.032434040e-04,3.302540802e-03,2.769206849e-04,9.996368706e-01,9.998124906e-01
4.090000000e+02,3.426539822e-03,3.031532295e-04,3.123386592e-03,2.994223424e-04,9.996537217e-01,9.997562977e-01
4.100000000e+02,5.015364759e-03,4.934311718e-04,4.521933587e-03,4.753789583e-04,9.993065462e-01,9.997400278e-01
4.110000000e+02,4.093533355e-03,4.165731854e-04,3.676960169e-03,3.647001464e-04,9.995436852e-01,9.997336863e-01
4.120000000e+02,3.385615961e-03,3.081111137e-04,3.077504848e-03,2.744878420e-04,9.997032973e-01,9.997582694e-01
4.130000000e+02,3.605319843e-03,7.733304223e-04,2.831989420e-03,7.652854019e-04,9.992080750e-01,9.992948592e-01
4.140000000e+02,3.374979426e-03,3.958845475e-04,2.979094878e-03,3.883108005e-04,9.995827105e-01,9.996558671e-01
4.150000000e+02,3.807716466e-03,3.806981297e-04,3.427018336e-03,3.583731967e-04,9.995875008e-01,9.997065898e-01
4.160000000e+02,4.163627884e-03,3.970859045e-04,3.766541980e-03,3.664166645e-04,9.996782044e-01,9.996116895e-01
4.170000000e+02,3.504863560e-03,3.217670170e-04,3.183096543e-03,2.941721603e-04,9.997140816e-01,9.997126080e-01
4.180000000e+02,3.280955252e-03,3.554381118e-04,2.925517141e-03,3.053247511e-04,9.996746054e-01,9.997270125e-01
4.190000000e+02,4.209508551e-03,4.364714480e-04,3.773037103e-03,4.331831720e-04,9.995392739e-01,9.996118728e-01
4.200000000e+02,3.308523764e-03,3.652518606e-04,2.943271904e-03,3.433088807e-04,9.995815389e-01,9.997395099e-01
4.210000000e+02,3.260562279e-03,5.655446636e-04,2.695017616e-03,5.472204469e-04,9.995574691e-01,9.993864652e-01
4.220000000e+02,2.996278152e-03,2.544736077e-04,2.741804544e-03,2.564788850e-04,9.997154875e-01,9.997805576e-01
4.230000000e+02,3.573739047e-03,2.680600273e-04,3.305679020e-03,2.769409291e-04,9.996759952e-01,9.997778874e-01
4.240000000e+02,3.291175959e-03,3.683523200e-04,2.922823639e-03,3.457683929e-04,9.997153727e-01,9.996167548e-01
4.250000000e+02,3.730495683e-03,5.440097013e-04,3.186485982e-03,5.384769028e-04,9.995880680e-01,9.993754815e-01
4.260000000e+02,3.433072574e-03,4.531468261e-04,2.979925748e-03,4.379497088e-04,9.994657395e-01,9.996680897e-01
4.270000000e+02,3.180701204e-03,3.339443453e-04,2.846756859e-03,3.408081102e-04,9.995679951e-01,9.997560662e-01
4.280000000e+02,3.133770650e-03,2.938673477e-04,2.839903302e-03,2.399423327e-04,9.997411072e-01,9.997882783e-01
4.290000000e+02,3.510487439e-03,3.197870804e-04,3.190700358e-03,2.366988363e-04,9.997636676e-01,9.997743004e-01
4.300000000e+02,3.754112711e-03,4.056026978e-04,3.348510013e-03,3.954468423e-04,9.995167679e-01,9.997010272e-01
4.310000000e+02,3.566409910e-03,3.577236318e-04,3.208686278e-03,3.034604453e-04,9.996894068e-01,9.997173578e-01
4.320000000e+02,2.983282158e-03,2.459787617e-04,2.737303397e-03,2.292483294e-04,9.997615543e-01,9.997898440e-01
4.330000000e+02,6.612325500e-03,8.405456754e-04,5.771779825e-03,8.886191787e-04,9.988749369e-01,9.993627845e-01
4.340000000e+02,3.717731273e-03,4.214904350e-04,3.296240838e-03,3.681601683e-04,9.996561607e-01,9.996279644e-01
4.350000000e+02,3.685387393e-03,3.917431878e-04,3.293644205e-03,3.346582171e-04,9.995509823e-01,9.997823858e-01
4.360000000e+02,3.793872161e-03,4.035985165e-04,3.390273645e-03,3.272670438e-04,9.996147551e-01,9.997396110e-01
4.370000000e+02,4.266960851e-03,4.066796770e-04,3.860281174e-03,3.827659361e-04,9.997119346e-01,9.995518778e-01
4.380000000e+02,3.125325190e-03,2.876763356e-04,2.837648854e-03,2.785948896e-04,9.997188939e-01,9.997369508e-01
4.390000000e+02,3.779429997e-03,3.165613178e-04,3.462868679e-03,3.104932630e-04,9.996226145e-01,9.997634582e-01
4.400000000e+02,3.696525722e-03,2.894796190e-04,3.407046103e-03,2.960991230e-04,9.996371847e-01,9.997770082e-01
4.410000000e+02,3.195071290e-03,3.679348078e-04,2.827136482e-03,3.399121154e-04,9.995389192e-01,9.997833991e-01
